Band,Genre,Subgenre,Song Title,Lyrics,neg,neu,pos,compound
Epica,Metal,Symphonic Metal,Crimson Bow and Arrow,"Nos rapti sumus aut tamen raptores?On to battle Here we are the hunters Red as fire Crimson Bow and ArrowWaiting for the storm won't help you Just the will to fight can change you Clean your weapons blow the dust off Fear and prayers will never save us We can't hide our pride behind fear We will not let them be this near In the end our strength unites us Just the will to fight will save usNo, we will never ever fail We stand up and we fight for the moment of the truth Stand up and fight for their demise We won't surrender!Day and night dividing the legions Ignorance will show its weakness Lasting peace an abandoned illusion Blinded by trust in a twilight zone Day and night disguising their secrets Ignorance will kill the fearless Offerings of reckless courage Freedom for us all!On to battle Here we are the hunters Red as fire Fear the bowThe humility of imprisonment Fight with Crimson Bow and Arrow Far away from the solemn castle walls Jäger hunts his prey to death now Diving into the instincts of the night Red is piercing through the twilight Soldiers with their wings of freedom will attack Free the unrelenting slaves Right now!Not knowing the names of our Broken trees and the trampled flowers The fallen bird awaits the breeze No one will guide you Everlasting calm of the herds It is but a vast illusion Failing freedom of our dying wolves Marks the era of confusionPraying won't help Fight for your landFreedom and our way of life These are but a vast illusion When the darkness hits our crying wolves It marks the era of conclusion""Those who only complain about their helplessness will not change a thing The boy will pick up the black sword Hate and anger are a two-edged blade And soon it will show its teeth.""All that ends this brutal game is not the weapon nor the skill Reach out for the desire and awake your will to kill Go and free your mind, immerse yourself in unstoppable killer instinct Bring back the hope, illuminate the darkness Stand up and fight for their demise We won't surrender now Enthrone the devil in disguise You can't defend herDay and night dividing the legions Ignorance will show its weakness Lasting peace an abandoned illusion Blinded by trust in a twilight zone Day and night disguising their secrets Ignorance will kill the fearless Offerings of reckless courage Freedom for us all!On to battle Here we are the hunters Red as fire Crimson Bow and Arrow On to battle Here we die as heroes Red as fire Hearts will bleed to death",0.294,0.581,0.125,-0.9984
Epica,Metal,Symphonic Metal,Unleashed,"Declining, all color fading Defining, time coming for me Rescinding, my inspiration Receding consciousnessBack in the day, I can recall that My thoughts were unclouded and sage There was no black staining the walls of my memories Now there's a haze pushing me sideways And leaving me nothing to gain Taking me back, locking me cold in disparityWhere was I meant to be?I feel I'm lost in a dream Long for the day I can be myselfWhen I'm free When my sun has set Released my soul forever I'll have no regret To be free I'll exist again No more lost endeavors Nothing to contend When I'm freeColor declines, all that defines me Is falling away, far behind Nothing to keep me with the time The here and nowWhere am I meant to be?I feel I'm lost in a dream Yearning again only to be myselfWhen I'm free When my sun has set Released my soul forever I'll have no regret To be free I'll exist again No more lost endeavors Nothing to contend When I'm free(Cure me, free me, help me, see me)(No more worry, no more losing)Time is just a concept (Save me, near me)And always the first thing to fade (Help me, hear me)(No more heartache, no misery)Agony and weakness (Cure me, free me)Nothing we can never evade (Help me, see me)(No more worry, no agony)Years are cruel, they break us (Save me, near me)Bringing on decay and despair (Help me, hear me)(We despair; No more heartache, no despairing)Awareness and perception (Cure me, free me)Something we can never evade (Help me, see me)(No repair; No more worry, no repairing)Freedom for me is all I'm really wanting, needing Give me power to break out I can't hold on for any longer My time has come to end it allNo one to blame, fate's only random It's nothing we'll ever explain So it remains Where was I meant to be?I feel I'm lost in a dream Long for the day I can be myself Free When will I be unleashed?It's not the way it should be Yearning again only to be myself (Unleash my)When I'm free (Consciousness)When I'm free When my sun has set Released my soul forever I'll have no regret To be free I'll exist again No more lost endeavors Nothing to contend When I'm free",0.19,0.692,0.118,-0.9681
Epica,Metal,Symphonic Metal,Cry for the Moon (”The Embrace that Smothers - Part IV”),Follow your common sense!You cannot hide yourself Behind a fairytale forever and ever Only by revealing the whole truth can we disclose The soul of this sick bulwark forever and ever Forever and ever!Indoctrinated minds so very often contain sick thoughts And commit most of the evil they preach againstDon't try to convince me with messages from God You accuse us of sins committed by yourselves It's easy to condemn without looking in the mirror Behind the scenes opens reality!Eternal silence cries out for justice Forgiveness is not for sale nor is the will to forget Follow your common sense!You cannot hide yourself Behind a fairytale forever and ever Only by revealing the whole truth can we disclose The soul of this sick bulwark forever and everVirginity has been stolen at very young ages And the extinguisher loses it's immunity Morbid abuse of power in the garden of Eden Where the apple gets a youthful faceEternal silence cries out for justice Forgiveness is not for sale nor is the will to forget Follow your common sense!You cannot hide yourself Behind a fairytale forever and ever Only by revealing the whole truth can we disclose The soul of this sick bulwark forever and ever Forever and ever!Eternal silence cries out for justice Forgiveness is not for sale nor is the will to forget You can't go on hiding yourself behind Old fashioned fairytales and keep washing your hands in innocence,0.182,0.669,0.149,-0.9426
Epica,Metal,Symphonic Metal,Wings of Freedom,"O amici, o victoria Gloriam cantabimus Celebrate hanc victoriam Pugna inita Up with our backs against the wall When this safety is a prison There is nothing left to live for Soon we will rise above it all When our victims turn to martyrs Come and join the final encore The enemy's frightening We give our all The bigger they come The harder they fall Put on your wings and take the sky Fly into liberty All of the anguish set aside As we are fighting for freedom Put on your wings and feel alive Fly out of misery Reclaiming the land that lies outside As we are fighting their treason Shine through the sky On your wings of freedom Are we only animals that live inside a jail?Aching from desire to be free?There's a world outside if we are not afraid to fail Come on grab your wings and follow me!We're not meant to live in this cage A bird to fly but never crawl It fills my heart with a fiery rage The time has come, climb over the wall Hope will always keep us alive Our fallen friends won't have died in vain Strongly armed with our will to survive Leaving a world full of pain Our freedom, Quietus The choice is yours for the taking (yours to take)Our freedom, the Grim Reaper In the end is one I will never settle, living my whole life inside these walls Show me your will to survive We are not the cattle, lacking the desire that it falls Go out reclaim the land I shall fight for justice, fearless will I face my enemies We'll make humanity thrive Now it's time to trust us, come and join the fight because it's Time to be free, for you and for me, we will not bow down on our knees To rise above monsters we have to abandon our humanity Day and night dividing the legions Ignorance will show its weakness Lasting peace an abandoned illusion Blinded by trust in a twilight zone Day and night disguising their secrets Ignorance will kill the fearless Offerings of reckless courage Going left, going right This is our final fight Going east, going west This is our final quest Put on your wings and take the sky Fly onto victory All of the anguish set aside As we are fighting for freedom Put on your wings and feel alive Fly out of misery Reclaiming the land that lies/waits outside As we are fighting their treason Shine through the sky On your wings of freedom O amici, o victoria Gloriam cantabimus Celebrate hanc victoriam Pugnae venturae Nos rapti sumus?Nosmet raptores?Constituamus nunc",0.189,0.626,0.186,0.7174
Epica,Metal,Symphonic Metal,Making of ‘Cry for the Moon’,"This is the pre-production for ""Cry for the Moon"", as we recorded it at my place before entering the Excess Studio to record it as a demo track As you can hear, it contains drums (which I then played on my synthesizer), guitars and synthesizer, and this last one has a funny story to it Since we only had two days in the studio, we wanted to use all the time we had as efficient as possible, so we came up with the idea of recording all the synthesizer tracks as MIDI tracks on my computer before entering the studio, so we would only have to transfer that to the recording computer at the studio Okay now, here's the funny thing. Due to some exams, I wasn't able to be present during the mixing process, so when transferring these tracks to the studio recording computer, Coen and Mark, they thought it would be better if they used Mark's synthesizer for that, probably because it had more keys, but this means that all the work I had with editing, programming and finding the right sounds was just useless, because all the tracks were edited specifically to the sounds on my synthesizer and, well, not to Mark's. I do have to admit that back then, I wasn't too pleased with this, but looking back at it now, I can have a laugh out of it as well",0.036,0.869,0.095,0.887
Epica,Metal,Symphonic Metal,Dedicate Your Heart!,"No worse hell I hoped there would be The worst day for mankind is near All that I have loved is fading All I have embraced As the traitors threat humanity How can we avoid a tragedy?We should overcome this misery We must unite Enemies that should have all been drawn away Watch the world go down as they are leading us astray Will we find a way to decimate the devil's lies I shall spare no life nor souls this time around Use your anger in this battle, free us from the pain now Now come to save us Turn your anger into hate and save us So that in the end we all be freeThe Promised Land, our mighty land Our future has an open end We dedicate to life's debate All that's vanished in this moment The Promised Land, our mighty land Try to feel it, not to understand We dedicate and tolerate A war that's imminent for all What does it take to kill the beast?What does it take to spoil its feast?What does it mean to take its life To pierce the heart with one big knife?Dedicate your heart all for the greater good The deceivers of the days gone by will face their end Dedicate your heart before it will be all too late Turn your anger into hate and free us Use your anger in this battle, free us from the pain now Now come to save us Turn your anger into hate and save us So that in the end we all be freeThe Promised Land, our mighty land Our future has an open end We will not fall, we shall not bow For all that's captured in the here and now The Promised Land, our mighty land Try to feel it, not to understand We dedicate and tolerate A war that's imminent for all What does it take to kill the beast?What does it take to spoil its feast?What does it mean to take its life To pierce the heart with one big knife?Enigmatic monsters just pretending to be men They will all be driven out as quickly as we can There is a deep rage that keeps on running through our veins They will all be driven far away What awaits in all the paths we chose and do regret now Precious wins we so desire or that hell awaits Flowering our dedicated lives, beyond the veil The promised land beyond the paradise Just pour your heart and soul into your final battle Paint with your body, the paths of our pride Fly with wings of freedom, take your bow and arrow We all should dedicate our hearts to be Proud and be strong until The end will tear us apartTear us apart Devote your heartThis is the dark day all men will remember They are dominated by fear and apathy The shame imprisoned courage That we have been discouraged To chase victory This is the day that all men will remember Until the end of our destiny The arcs that shall pave the way to our victory To our freedomThe Promised Land, our mighty land Our future has an open end We will not fall, we shall not bow For all that's captured in the here and now The Promised Land, our mighty land Our future has a final stand We dedicate to life's debate Yet all that's vanished in this moment The Promised Land, our mighty land Try to feel it, not to understand We dedicate and tolerate A war that's imminent for all What does it take to kill the beast?What does it take to spoil its feast?What does it mean to take its life To pierce the heart with one big knife?",0.167,0.71,0.123,-0.9914
Epica,Metal,Symphonic Metal,The Antediluvian Universe (”Kingdom of Heaven - Part III”),"Oceani nos guttulae Spiritus omnium viventium Miscere cum universoRise and shine with all your light Awake the force within you Wade in waters filled with joy Try to find the place that hides The treasure in the palace All the stars are by your side This bright light Does shine from within you Inside life does thrive And those that ridicule never know Just as water turns to snow What is above so is below In time we learn to heal thе cells We can cure oursеlves Use this healing energy Form a holy trinity This is the knowledge that we have been searching for The barriers will fall Rise to heights Those who seek will know All shadows will flee, go with the flow of life Those who seek will see Endlessly Balance and harmony As above so below Wise do search as fools emerge Don't fear the ones that judge you All you find they will deny Trust your heart as it's the way Refine the finest diamond Look inside, you are divine This bright light Does shine from within you Inside life does thrive And those that ridicule never know Just as water turns to snow What is above so is below In time we learn to heal the cells We can cure ourselves Use this healing energy Form a holy trinity This is the knowledge that we have been searching for The barriers will fallDeep within the heart of Earth lie Veiled for men, the Halls of AmentiWe all are divided by space-time Our duality We all fall apart in this lifetime Together we stand strong Together we are one (We are one)Wherever we will go Energy does flow Energy does flow We all are united by nature Our coherency We all are a part of each other Together we stand strong Together we are oneAs we linger towards our final breath (Final breath)Forge yourself, be ready for the moment of your death ICollide Darkness dies in light Embrace your final breath Navigate beyond your deathRise, perceive and do believe That wisdom lies within you All what's lost can be retrieved This bright light Does shine from within you Inside life does thrive And those that ridicule never know Just as water turns to snow What is above so is below In time we learn to heal the cells We can cure ourselves Use this healing energy Form a holy trinity This is the knowledge that we have been searching for Just as water turns to snow What is above so is below In time we learn to heal the cells Use this healing energy Form a holy trinity This is the knowledge that we have been searching for The barriers will fall May thy kingdom come",0.053,0.824,0.123,0.9856
Epica,Metal,Symphonic Metal,Storm the Sorrow,"Along the way I find myself to be confined within me No place for any others mind to interfere To grasp the meaning of it all, to overcome my limits And dance away from any void and empty tones Just tell me why Just tell me how I can survive this time Believe yourselves and look away from all that's right within you Leave all your worries at the door and drift away I’ve tried to peer into the core but could not storm the sorrow My hollow heart has bled me dry, left me to stray Another time Without a trace Condemn me now Send me to hell for I'm already failing Intertwine the lines that swim beneath the dark Realize the pain we live in Demonize the need we reel in No, in my memories I'll dig deep enough to know Centuries of dreams unending Another me that yielded tears when someone had betrayed No time should ever go to waste, it’s not that complicated You’re free to live your life at ease, no more restraints No heed for shadows on your way that try to steal your laughter Your light will drive them all away, be confident Will I refrain?Can I repent?Will you be there?Erase the page for I’m alone and ailing Intertwine the lines that swim beneath the dark Realize the pain we live in Demonize the need we reel in No, in my memories I'll dig deep enough to know Centuries of dreams unending Another me that yielded tears when someone had betrayed So - this is my life And it can't break me down Go - I will decide Who can come in And heal my disease Burn it - in flames Kill it - and maim Why can't you see that you need to be freed Intertwine the lines beneath the dark Every bit of pain we're feeling Every other solemn life No, in the memories you will find somehow There used to be a dream unending No more need to be alone Intertwine the lines that swim beneath the dark Realize the pain we live in Demonize the need we reel in No, in my memories I'll dig deep enough to know Centuries of dreams unending Another me that yielded tears when someone had betrayed",0.216,0.697,0.087,-0.996
Epica,Metal,Symphonic Metal,The Skeleton Key,"Nos furiae nocturni terroresWe are the night We haunt your mindA thousand silent voices have been screaming in my mind this night again I am trying to decipher the allusion so I'll finally ascend Run around in circles no direction without any end to see Imagine there's a world with all the answers, are they hiding within me?Can we find the lightning that shines inside our mind?Can we fight the dark side, we've all been trying to hide?The many sleepless nights, the panic that rewinds Waiting for the sunrise as paradise arrivesWe own the night You better hideThe whispers of a liar cursing me inside, my thoughts are all on fire Have been staring in the mirror of perception leaving everything behind Holding on to sanity before the darkness cuts me like a knife I am suffocating in a world in which I have to die to feel aliveCan we find the lightning that shines inside our mind?Can we fight the dark side, we've all been trying to hide?The many sleepless nights, the panic that rewinds Waiting for the sunrise as paradise arrives Darkness bleeding in the night's light Standing at my bedside Bring upon the nightmares Open up the secret window Step into the unknown Longing not to be scared Lightning that shines inside in our minds A dark sight we've all been trying to hide We've all been dancing in the dark We've all been drifting worlds apart Nos furiae daemonia tua We've all been dancing in the darkCan we find the lightning that shines inside our mind?Can we fight the dark side, we've all been trying to hide?The many sleepless nights, the panic that rewinds Waiting for the sunrise as paradise arrivesWith peace of mind Unlocking all the secrets in me We harmonize I carry my own skeleton key",0.138,0.784,0.078,-0.9366
Epica,Metal,Symphonic Metal,The Phantom Agony,"I can't see you, I can't hear you Do you still exist?I can't feel you, I can't touch you Do you exist?The Phantom Agony!I can't taste you, I can't think of you Do we exist at all?The future doesn't pass And the past won't overtake the present All that remains is an obsolete illusionWe are afraid of all the things that could not be A phantom agony!Do we dream at night Or do we share the same old fantasy?I am a silhouette of the person wandering in my dreamsWe are afraid of all the things that could not be A phantom agony!Tears of unprecedented beauty Reveal the truth of existence We're all sadists!The age-old development of consciousness Drives us away from the essence of life We meditate too much So that our instincts will fade away They fade away!What's the point of life And what's the meaning if we all die in the end?Does it make sense to learn or do we forget everything?We are afraid of all the things that could not be A phantom agony!Tears of unprecedented beauty Reveal the truth of existence We're all pessimists!The age-old development of consciousness Drives us away from the essence of life We meditate too much So that our instincts will fade away They fade away!Teach me how to see and free the disbelief in me What we get is what we see, the Phantom Agony A te spiritus noster devoratur Et nostra anima capitur!The lucidity of my mind has been revealed in new dreams I am able to travel where my heart goes In search of self-realization This is the way to escape from our agitation And develop ourselves Use your illusion and enter my dream...",0.043,0.87,0.087,0.925
Therion,Metal,Symphonic Metal,Lemuria,"In the ocean, deep down Under raging waves, wrapped in memories, you'll find Wrecks of stately ships, they all went astray Captain, did you find Land of Mu, Eldorado for the seaman?Or did you sink in dreams (and) lose your ship In the Sirens' symphony?When the sailman's sailing away He shows that dream of Lemuria is true A land lost he will find again Hear the call from depth of the anemone song Do you dare to enter the ship?Hear the call from below of an underwater world Land of Mu is close to the stars In the arms of the sea you will live as hypnotized Call of Narayana, the seven-headed one Lemuria, rise!When the sailman's sailing away He shows that dream of Lemuria is true A land lost he will find again Hear the call from depth of the anemone song Do you dare to enter the ship?Hear the call from below of an underwater world Land of Mu is close to the stars In the arms of the sea you will live as hypnotized",0.056,0.873,0.071,0.4314
Therion,Metal,Symphonic Metal,The Rise of Sodom and Gomorrah,"Sun enter the Capricorn The star of sin will shine The king of Sodom drinks again Lady Babalon's wine Hundred and twenty days In the depth of the Dead Sea And walk the path of peccatus The Setian alchemyRise of Sodom And Gomorrah Reveal gnosis Of BororaThe princess Justine Sing a song of her sin Of pleasure and pain And virtues in vain To the ear that will hear And the one without fear To the old fallen ones And the forbidden thing they all have doneSun enter the Capricorn And the star of sin will shine The king of Sodom drinks again Lady Babalon's wineRise of Sodom And Gomorrah Reveal gnosis Of BororaHear the king Bera Cry out in land Canaan And daughters of Lot Cry for their father And their God, the cry of Complaint of Sodom and Gomorrah, yes, it's loud And their sins are heavy",0.222,0.704,0.074,-0.9806
Therion,Metal,Symphonic Metal,Decade ov Therion,"Apo Pantos Kakodaimonos We transgress the context of commonplaceness We deny normality, trample morality We destroy angels with sound We destroy angels with silence Apo Pantos Kakodaimonos Currents of tantric anarchy seize our bodies Into the cosmic dance of four scythes The curtains of absurd theatre are raised Synchronicity, Mother Chaos on the stage""Wisdom says, be strong""Thrilling words are spreading down the spine Vibrating, ""Be strong""Exhausted, I'm running towards the last shrines of consciousness Which is absorbed by shadows of madness Apo Pantos Kakodaimonos Apo Pantos Kakodaimonos Here are the star and the snake servants They rise the hexagram Sun, in the triangle hidden Sight, sacred visions entwined And union with nothingness, body I'll find Strength, go along the Mars path Fighting if we must, light Oh, you are Ahathoor, goddess of blue sky Apo Pantos Kakodaimonos There is might of dawn In non-quality state I remain Of commonness crippled, time or sand Glass you don't see again Sigillum dei Picture of myself I'm drawing with life Venom and Hell, I'm sprinkling it His name is Esial I want him more",0.116,0.851,0.032,-0.9565
Therion,Metal,Symphonic Metal,Theme of Antichrist,"He came to our world to save us all from disaster In search of truth, to bring us hope for a new day But haunted by his pride, mirrors of a lie, he was led astray Moving silence cold, visions to behold, he would lose his wayAntichrist AntichristA new kind of vision Nothing may be what it seems Consigned to the flames Bloodshed would rise from my dreamsHallowed be thy name, but what will remain More than empty words?Never take away questions from the Answers to the worldPath of night, where dark is light The only left to claim, only one to travel on Which shall remain the sameOur bodies have parted But never our spirits Joined in my soul with him With the morning star forevermoreAntichrist AntichristWho is good? And who is evil?Will we ever live to see the truth?",0.08,0.79,0.13,0.7272
Therion,Metal,Symphonic Metal,Birth of Venus Illegitima,"Aphrodite is rising from the shell A newly born, to be seen To expel from the paradise To drink from her well Aphrodite is falling into the hell of her sins And the lust For that spell of the forbidden Nectar from her wellO Venus illegitima (Born again)O Venus illegitima (Without shame)O Venus illegitima (Child of sin)O Venus illegitima (Is my name)Aphrodite is rising from the shell A newly born, to be seen To expel from the paradise To drink from her well Aphrodite is falling into the hell of her sins And the lust For that spell of the forbidden Nectar from her wellO Venus illegitima (Born again)O Venus illegitima (Without shame)O Venus illegitima (Child of sin)O Venus illegitima (Is my name)O Venus illegitima O Venus illegitima",0.194,0.724,0.082,-0.9451
Therion,Metal,Symphonic Metal,To Mega Therion,Powers of Thagirion Watch the great beast to be For to Mega Therion The draconian melody The dragon open the eye And reveal both truth and lie Spiritual supremacy Ride the beast of ecstasy Spiritual supremacy Ride the beast of ecstasy Ialbaoph's creative spark Manifests the utmost dark Ialbaoph's creative spark Meaning the letter of Teth Hide the force of Baphomet Meaning the letter of Teth The wound of Baal will be healed When sign of time is unsealed The wound of Baal will be healed The world will burn by Sorath's flame And through the solar sign proclaim Ascending fiend of the sea Will fulfill prophecy Man will feel the wrath of beast When Fenris wolf is released The dragon open the eye Reveal both truth and lie Spiritual supremacy The end of revelation A soulful violation The end of revelation Bear the mark of victory And the spear of destiny Bear the mark of victory Powers of Thagirion For to Mega Therion Powers of Thagirion Watch the great beast to be The draconian melody Watch the great beast to be The world will burn by Sorath's flame And through the solar sign proclaim Powers of Thagirion Is the great beast to be Powers of Thagirion Powers of Thagirion For to Mega Therion Powers of Thagirion Watch the Great Beast to be The Draconian melody Watch the Great Beast to be Meaning the letter of Teth Hide the force of Baphomet Meaning the letter of Teth The wound of Baal will be healed When sign of time is unsealed The wound of Baal will be healed The world will burn by Sorath's flame And through the solar sign proclaim,0.021,0.812,0.167,0.9925
Therion,Metal,Symphonic Metal,Turn from Heaven,"Morning, morning, morning, morning (Birth of the sun)And all therein has been reclaimedWe're all as oneTurn from heaven Turn from heaven",0.0,0.742,0.258,0.765
Therion,Metal,Symphonic Metal,Son of the Sun,"In ancient days of Khem A Pharaoh was praising The sun above Amon Osiris, Mother Isis and Thoth The gods would punish the hubris of Pharaoh He wrapped himself in false sunshine He was the founding father of the only God But he provoked a fit of rage Son of the Sun, it was his name Son of the Sun, the sun will burn your wings Son of the Sun, beware of Aton Son of the Sun, your God will let you down The Sphinx burst into tears And pyramids are shaking The precipice is close When Pharaoh is losing his faith Visions of madness led the Pharaoh astray The portents were too ominous Until this day his curse is still the plague of man We must defeat the only God Son of the Sun, it was his name Son of the Sun, the sun will burn your wings Son of the Sun, beware of Aton Son of the Sun, your God will let you down Apep will rise Apep will come Son of the Sun, it was his name Son of the Sun, the sun will burn your wings Son of the Sun, beware of Aton Son of the Sun, your God will let you down",0.136,0.758,0.106,-0.8873
Therion,Metal,Symphonic Metal,Bring Her Home,"Hear my prayer, thee almighty God For my mother — bring her home Like an angel heaven-bound So that she may find thy side Don't sound so sad, my child, no sorrow will prevail Sophia knows every word Be sure of this, my child, I have to leave you now No wish will be left unheardWhat of darkness, Nazarene Did it haunt your heart? (Who may he be?)Hope in doubt and fear, golden atmosphere And a cry so divine I am the real messiah, born where Christ did fall Soon bringing eyes to the blind Humanity refined, I will unite them all Become the truth for mankindSister of mine, prophets may be false Beware what you hear and see Tolling bells I find no singing in the chimesJoin me, sister, as I pray:Hear my prayer, thee almighty God For our mother — bring her home",0.189,0.701,0.111,-0.9029
Therion,Metal,Symphonic Metal,Vedi! Le fosche notturne spotigle (from ”Il trovatore”) (Verdi),"Vedi! le fosche notturne spoglie De' cieli sveste l'immensa vôlta:Sembra una vedova che alfin si toglie I bruni panni ond'era involta All'opra, all'opra!Dagli Martella Chi del gitano i giorni abbella?Chi del gitano i giorni abbella Chi? chi i giorni abbella?Chi del gitano i giorni abbella?La zingarella!Versami un tratto; lena e coraggio Il corpo e l'anima traggon dal bere Oh guarda, guarda... del sole un raggio Brilla più vivido nel tuo bicchiere!Brilla più vivido nel mio bicchiere!All'opra, all'opra...Chi del gitano i giorni abbella?Chi del gitano i giorni abbella Chi? chi i giorni abbella?La zingarella, la zingarella La zingarella",0.0,1.0,0.0,0.0
Kamelot,Metal,Symphonic Metal,March of Mephisto,"Aspirat primo fortuna labori (Fortune smiles upon our first effort)Me duce tutus eris (Under my leadership, you will be safe)Vox populi vox dei (The voice of the people is the voice of God)Ad maiorem dei gloriam (For the greater glory of God)Ad infinitum (To infinity)You know just who I am Don't be so distant'Cause when you're lost, I am solely there To share your griefWailing your sorrow is only my way to comfort you Reminders of innocent youth Waiting for morrow, you're lonely, I name your solitude I speaketh the truthNow tell me all about your pain Down to the detail Don't say it's love Your fragile heart feeds my contemptWailing your sorrow is only my way to comfort you Reminders of innocent youth Waiting for morrow, you're lonely, I name your solitude I speaketh the truthChase the heathen call We belong, you and IUnison in all you denyWailing your sorrow is only my way to comfort you Reminders of innocent youth Waiting for morrow, you're lonely, I name your solitude I speaketh the truth I am the thorn in your side that seeks accomplishment Reminding the mortal of death I am the spore of your pride, an angel, Heaven-sent The master of all I am the urge of the fleshReminding the mortal of death Death",0.153,0.724,0.123,-0.8926
Kamelot,Metal,Symphonic Metal,The Haunting (Somewhere in Time),"Merely the sound of your voice Made me believe that, that you were her Just like the river disturbs My inner peace Once I believed I could find Just a trace of her beloved soul Once I believed she was all Then she smothered my beliefsOne cold winter's night I may follow her voice to the river Leave me for now and forever Leave while you canSomewhere in time I will find you and haunt you again Like the wind sweeps the earth Somewhere in time when no virtues are left to defend You've fallen deep I was a liar in every debate I rule the forces that fuelled your hate When the cold in my heart leaves, it comes to an end Quietly I'll go to sleepHow could that first time recur When memories linger on and on?What made me think you were her?Helena is dead to all, dead to all Nothing can bring her to life Don't pretend that I'll be loving you Once I believed she was gone I corrupted from withinLeave, leave me for now and forever Leave while you canSomewhere in time I will find you and haunt you again Like the wind sweeps the earth Somewhere in time when no virtues are left to defend You've fallen deep I was a liar in every debate I rule the forces that fuelled your hate When the cold in my heart leaves it comes to an end Quietly I'll go to sleepFollow me into the light Like ice on a lake of tears I'll take you through Leave me tonight I've gone too far to begin all anew (Life fades in)With someone like youSomewhere in time I will find you and love you again Like the wind sweeps the earth Somewhere in time when no virtues are left to defend You've fallen deep I was a liar in every debate I rule the forces that fuelled your hate When the cold in my heart leaves it comes to an end Quietly I'll go to sleep",0.163,0.736,0.101,-0.961
Kamelot,Metal,Symphonic Metal,Phantom Divine (Shadow Empire),"I am all you ever wanted I'm a new dimension Immortality perfected, phantomized Expansion of lies Generation of life Finding every deviation Just to keep the future aliveUnder a Phantom Divine Touched by the light In ambrosial grace No applause for the old pantomime In the shadows of our dreams A Phantom DivineI'm the face of the selected I'm your chain reaction I am mortally rejected I am the empire connecting the mind And I'll die just to keep you aliveUnder a Phantom Divine Touched by the light In ambrosial grace No applause for the old pantomime In the shadows of our dreams A Phantom Divine Under a Phantom Divine Touched by the light In ambrosial grace No applause for the old pantomime (PANTOMIME)In the shadows of our dreams The Phantom DivineThere is still hope for you(I AM THE EMPIRE)All that you see is true(I AM THE EMPIRE)There is still hope for us Under a Phantom DivineUnder a Phantom Divine Touched by the light In ambrosial grace No applause for the old pantomime Like impulses of our dreams A Phantom Divine Under the Phantom Divine Touched by the light In ambrosial grace No applause for the old pantomime In the shadows of our dreams A Phantom DivineI am the empire I am the empire I am the empire I am the empire",0.077,0.633,0.29,0.9953
Kamelot,Metal,Symphonic Metal,When the Lights Are Down,"Rules without exceptions last eternally Every move you make creates your destiny I've come to soak my sorrow in halo black As black as the seal on my soul'Cause when the lights are down there's no more to say Love is the real pain An internal revolution in our minds And when the lights are down you're so far away Tell me your real name In the silence of the darkness we uniteRules without exceptions last eternally Every move you make creates your destiny What can protect me from the past and all the things that I have done She told me and then she was goneBut when the lights are down there's no more to say Deep in the shadows Where the last of my delusions made a stand'Cause when the lights are down she'll take me away Tell me her real name And in death we'll live the love we never hadOh, come all ye faithful Beneath the moon, beneath the moon Into the void as one Marching on'Cause when the lights are down there's no more to say Love is the real pain An internal revolution in our minds'Cause when the lights are down she'll take me away Tell me her real name And in death we'll live the love we never had",0.105,0.787,0.108,0.3874
Kamelot,Metal,Symphonic Metal,Liar Liar (Wasteland Monarchy),"Would you pray if I said you were dying?Would you be a little stronger Or fall down on your knees?Would you stay with me If you knew that I was lying? (Lying)Would you walk away Or turn the other cheek? (The other cheek)I tremble where I stand My wish is your command The nature of a truly desperate heart Give me something real That I can truly feel Liar, liar on the wallWhisper, whisper in the dark Tell me what you see Poisoned by your fly infested poetry (poetry)Liar liar on the wall Give the world to me A wasteland or a monarchy Liar, liar Tell me what you seeNow I’m here, and my pain is my companion Now I know it wasn’t meant to heal The cut Is way too deep No more wasted years of sacrificial bleeding (Bleeding)I’m the master of the war inside meBut still I tremble where I stand My wish is your command The yearning of an undiscovered soul Give me something real So I can truly feel Liar, liar on the wallWhisper, whisper in the dark Tell me what you see Poisoned by your fly infested poetry (poetry)Liar, liar on the wall Give the world to me A wasteland or a monarchy Liar, liar Tell me what you seeI shine when the sun is down And carry this heavy crown I won’t compromise Release me Whisper, whisper in the dark Tell us what we are looking for What we’re looking for Make us see the truth Liar, liar on the wall!Whisper, whisper in the dark Tell me what you see Poisoned by your fly infested poetry Liar, liar on the wall Give the world to me A wasteland or a monarchy Liar Tell me what you see!Whisper, whisper in the dark Tell me what you see Poisoned by your fly infested poetry (poetry)Liar, liar on the wall Give the world to me A wasteland or a monarchy Liar, liar Tell me what you see",0.252,0.691,0.057,-0.9975
